,Date,USD (AM),USD (PM),GBP (AM),GBP (PM),EURO (AM),EURO (PM),OilPrice,,
2902,26-06-2014,1311.5,1311.75,770.564,771.3,962.993,965.445,109.38,,
2903,27-06-2014,1315.25,1317.5,772.45,774.499,966.314,966.192,109.17,,
2904,30-06-2014,1313,1315,771.536,771.171,961.623,962.665,108.59,,
2905,01-07-2014,1325.75,1327.5,773.393,773.737,968.478,969.473,108.68,,
2906,02-07-2014,1326.75,1326.5,772.804,773.199,970.982,971.439,108.35,,
2907,03-07-2014,1322.5,1317.5,771.272,768.356,968.581,968.038,107.17,,
2908,04-07-2014,1321.5,1319.25,770.689,769.018,972.335,970.893,107.34,,
2909,07-07-2014,1313.25,1313,765.967,766.939,965.838,965.654,106.89,,
2910,08-07-2014,1318.25,1323,770.726,772.871,969.23,972.008,106.25,,
2911,09-07-2014,1322.5,1322.75,773.075,772.499,971.712,971.039,105.49,,
2912,10-07-2014,1343.25,1340.25,784.609,782.719,985.221,985.695,105.16,,
2913,11-07-2014,1336.5,1335,779.391,779.926,981.782,981.113,104.87,,
2914,14-07-2014,1321.25,1306,771.533,764.727,969.867,958.814,104.12,,
2915,15-07-2014,1312,1310,765.506,762.559,965.203,963.094,103.65,,
2916,16-07-2014,1297.5,1301,757.399,758.866,958.13,961.496,104.44,,
2917,17-07-2014,1302.75,1302.5,761.352,761.562,962.647,962.96,105.04,,
2918,18-07-2014,1310.25,1307.25,765.78,766.446,968.404,967.187,105.54,,
2919,21-07-2014,1312.75,1311.5,768.724,768.757,970.754,970.188,105.07,,
2920,22-07-2014,1307,1310.25,765.76,768.115,969.441,973.078,105.74,,
2921,23-07-2014,1307.5,1308,767.537,767.29,971.036,970.975,105.3,,
2922,24-07-2014,1300,1292.75,763.762,761.337,964.678,959.725,105.22,,
2923,25-07-2014,1292.5,1294.75,761.638,761.931,961.181,963.499,105.31,,
2924,28-07-2014,1305,1304.5,768.551,767.669,971.199,970.827,105.11,,
2925,29-07-2014,1307.5,1299.25,770.387,766.926,972.842,968.65,105.44,,
2926,30-07-2014,1297.5,1294.5,766.21,765.75,968.428,967.633,105.21,,
2927,31-07-2014,1295,1285.25,767.362,761.494,966.923,960.145,103.6,,
2928,01-08-2014,1284.5,1291.25,762.994,766.958,959.155,962.614,102.89,,
2929,04-08-2014,1293.5,1290.5,768.934,766.376,963.573,961.624,102.58,,
2930,05-08-2014,1292.75,1284.75,765.711,762.418,965.027,960.704,102.23,,
2931,06-08-2014,1288.5,1306.5,765.233,776.2,964.266,978.359,102.05,,
2932,07-08-2014,1302,1305.25,772.976,775.55,973.531,978.228,102.22,,
2933,08-08-2014,1317.5,1309.75,784.226,780.077,984.017,977.352,103.1,,
2934,11-08-2014,1308.25,1307.25,779.37,778.867,977.327,976.653,102.29,,
2935,12-08-2014,1311,1315.75,781.753,783.371,982.759,985.138,101.66,,
2936,13-08-2014,1309.25,1312,780.71,785.065,980.418,980.055,100.88,,
2937,14-08-2014,1315,1313.5,787.85,787.281,981.856,980.078,100.99,,
2938,15-08-2014,1313.6,1296,786.775,776.28,981.69,967.959,99.94,,
2939,18-08-2014,1302.75,1296.75,778.505,775.383,972.928,969.895,99.42,,
2940,19-08-2014,1300.25,1296.5,781.166,779.85,973.751,972.983,98.93,,
2941,20-08-2014,1294.5,1295,777.758,777.684,973.748,974.564,99.52,,
2942,21-08-2014,1280.5,1275.25,772.316,768.686,965.031,960.785,99.03,,
2943,22-08-2014,1281,1277.25,772.292,770.681,965.117,964.181,99.19,,
2944,26-08-2014,1286.5,1286,775.794,775.54,974.769,974.39,99.82,,
2945,27-08-2014,1285,1282.75,775.404,773.393,974.962,973.477,100.06,,
2946,28-08-2014,1288,1292,776.278,779.252,975.536,980.943,99.97,,
2947,29-08-2014,1285.75,1285.75,774.548,775.015,975.827,975.531,99.99,,
2948,01-09-2014,1287.25,1286.5,774.472,773.835,979.344,979.444,100.1,,
2949,02-09-2014,1277.75,1267,773.269,767.228,974.415,965.701,98.95,,
2950,03-09-2014,1268.5,1265.5,769.394,768.647,965.667,962.723,98.66,,
2951,04-09-2014,1271,1271.5,772.363,774.078,966.687,977.475,99.15,,
2952,05-09-2014,1264,1266,774.795,775.213,975.685,975.873,98.38,,
2953,08-09-2014,1267.25,1259,786.574,778.988,978.874,972.651,97,,
2954,09-09-2014,1256,1255.75,779.785,780.066,974.777,974.507,96.99,,
2955,10-09-2014,1254.25,1251,779.909,774.517,968.458,967.967,95.93,,
2956,11-09-2014,1247,1241.25,767.526,764.787,964.2,959.754,95.35,,
2957,12-09-2014,1237.25,1231.5,760.87,758.733,957.105,951.847,95.68,,
2958,15-09-2014,1234.75,1234.25,759.426,759.725,955.615,953.162,94.68,,
2959,16-09-2014,1238.75,1232.25,765.7,760.132,956.933,951.838,95.3,,
2960,17-09-2014,1236.5,1236,758.729,756.519,954.237,953.704,95.84,,
2961,18-09-2014,1223,1220.5,749.985,744.571,949.608,946.491,95.19,,
2962,19-09-2014,1222.5,1219.75,745.381,746.344,949.22,948.853,94.44,,
2963,22-09-2014,1214,1213.5,743.508,742.293,944.747,945.314,94.37,,
2964,23-09-2014,1225,1222,748.092,746.26,951.013,948.758,94.31,,
2965,24-09-2014,1224,1217.25,746.114,744.313,952.826,952.465,94.18,,
2966,25-09-2014,1210.5,1213.75,742.046,743.036,950.605,953.382,94.25,,
2967,26-09-2014,1222.25,1213.75,749.111,746.097,958.703,955.709,94.13,,
2968,29-09-2014,1217.75,1219.5,750.539,750.646,960.674,959.783,94.54,,
2969,30-09-2014,1210,1216.5,746.545,750.139,959.937,964.405,94.17,,
2970,01-10-2014,1208.5,1216.5,746.172,749.353,958.747,963.259,92.19,,
2971,02-10-2014,1214.5,1211.75,750.943,751.939,960.991,959.574,90.4,,
2972,03-10-2014,1207.5,1195,751.026,748.278,956.057,955.159,90.33,,
2973,06-10-2014,1193.25,1195.75,746.668,747.11,951.555,951.879,90.4,,
2974,07-10-2014,1207.5,1210.5,751.494,751.397,957.27,957.901,89.37,,
2975,08-10-2014,1220,1217,758.376,756.37,963.513,959.401,88.32,,
2976,09-10-2014,1227.5,1226.75,757.669,758.142,961.991,964.957,88.27,,
2977,10-10-2014,1222.25,1219,761.005,760.402,964.376,964.78,86.43,,
2978,13-10-2014,1228,1229,763.824,763.971,969.142,968.861,85.93,,
2979,14-10-2014,1233,1234.75,772.411,775.402,974.549,974.854,85.14,,
2980,15-10-2014,1223.5,1237.5,768.627,774.599,967.576,969.752,81.89,,
2981,16-10-2014,1241,1237.75,775.867,773.545,969.38,971.851,81.17,,
2982,17-10-2014,1238,1234.25,769.613,768.237,966.885,967.053,83.19,,
2983,20-10-2014,1241,1244.5,769.708,771.161,972.647,974.321,82.37,,
2984,21-10-2014,1251.75,1250.25,774.167,774.34,978.847,982.283,82.09,,
2985,22-10-2014,1246.75,1243.75,777.663,775.405,982.08,982.037,81.94,,
2986,23-10-2014,1240.5,1232.75,775.313,769.891,979.935,975.2,81.67,,
2987,24-10-2014,1231.75,1232.75,767.972,765.826,973.715,971.128,82.48,,
2988,27-10-2014,1230.5,1228.75,764.286,761.543,970.579,966.835,82.37,,
2989,28-10-2014,1228.25,1229.25,762.225,760.58,967.583,964.572,82.44,,
2990,29-10-2014,1228,1223.5,761.645,757.632,963.666,959.006,83.24,,
2991,30-10-2014,1205.75,1202,753.594,750.406,958.085,952.456,82.79,,
2992,31-10-2014,1173.25,1164.25,733.465,729.206,933.447,931.325,81.97,,
2993,03-11-2014,1170.75,1167.75,731.902,730.986,936.9,935.397,80.64,,
2994,04-11-2014,1169.25,1166.5,730.553,728.744,933.906,931.635,78.67,,
2995,05-11-2014,1145.25,1142,720.963,715.539,917.301,914.991,78.11,,
2996,06-11-2014,1144.5,1145,717.105,719.221,914.941,920.714,78.27,,
2997,07-11-2014,1145,1154.5,723.173,728.759,923.387,928.801,78.67,,
2998,10-11-2014,1172,1162,737.246,732.199,938.2,934.685,78.98,,
2999,11-11-2014,1151.25,1156.5,726.432,728.963,927.904,930.935,77.27,,
3000,12-11-2014,1163.25,1164.5,731.834,736.513,934.412,934.666,76.96,,
3001,13-11-2014,1161,1161.75,736.255,737.806,930.811,931.561,75.15,,
3002,14-11-2014,1154,1169,736.204,747.538,926.312,938.278,73.47,,
3003,17-11-2014,1187,1182.5,759.486,756.51,950.36,949.037,73.9,,
3004,18-11-2014,1202,1192.75,767.806,762.384,959.681,953.666,74.36,,
3005,19-11-2014,1200.75,1196,766.078,763.729,957.612,953.596,74.05,,
3006,20-11-2014,1194,1190,762.647,757.383,953.598,949.493,74.03,,
3007,21-11-2014,1193.25,1203.75,761.536,768.482,958.588,968.579,75.42,,
3008,24-11-2014,1196,1197.5,764.51,763.322,964.672,963.705,75.7,,
3009,25-11-2014,1202.25,1199,767.035,763.208,966.594,961.353,74.28,,
3010,26-11-2014,1195.75,1197.5,760.22,758.295,960.673,957.081,73.7,,
3011,27-11-2014,1196.5,1194.75,758.96,758.186,959.195,956.489,70.8,,
3012,28-11-2014,1184.5,1182.75,753.978,754.497,950.795,948.4,68.89,,
3013,01-12-2014,1178.75,1194,750.557,758.48,945.458,956.271,66.44,,
3014,02-12-2014,1197,1195,761.596,763.822,962.683,963.399,68.13,,
3015,03-12-2014,1203.25,1204.75,768.948,768.042,975.239,978.755,67.31,,
3016,04-12-2014,1204,1209,767.417,771.489,977.59,975.944,66.27,,
3017,05-12-2014,1204.5,1194,768.372,766.17,974.278,971.047,65.32,,
3018,08-12-2014,1195.25,1193,766.727,763.716,975.475,971.577,63.78,,
3019,09-12-2014,1206.5,1227,770.976,782.625,975.975,987.525,62.33,,
3020,10-12-2014,1228.25,1229,783.823,783.202,991.884,990.091,61.35,,
3021,11-12-2014,1219.5,1216.25,778.239,775.868,980.936,981.638,60.5,,
3022,12-12-2014,1223.5,1217,779.15,774.173,984.312,978.06,58.65,,
3023,15-12-2014,1210.75,1209.25,772.408,772.437,974.525,971.988,57.92,,
3024,16-12-2014,1199.25,1202.5,763.951,762.959,960.245,959.697,55.91,,
3025,17-12-2014,1199,1195.75,763.16,761.43,962.357,960.442,55.64,,
3026,18-12-2014,1210.75,1199,773.642,765.694,982.034,976.384,56.3,,
3027,19-12-2014,1197.5,1195.5,764.882,764.386,975.799,973.693,55.52,,
3028,22-12-2014,1195.25,1195.25,765.009,765.303,975.078,974.839,56.9,,
3029,23-12-2014,1179.5,1175.75,757.498,758.793,964.116,966.185,55.59,,
3031,29-12-2014,1194,1185.5,766.859,763.263,978.288,972.678,54.44,,
3032,30-12-2014,1186.5,1206,764.497,775.214,976.543,990.229,52.39,,
3034,02-01-2015,1184.25,1172,766.406,760.792,983.351,974.879,51.78,,
3035,05-01-2015,1192,1200,779.901,788.022,998.911,1005.53,48.87,,
3036,06-01-2015,1211,1210.25,797.078,797.161,1017.305,1014.715,46.57,,
3037,07-01-2015,1213.75,1210.5,802.373,802.293,1023.83,1023.679,44.79,,
3038,08-01-2015,1206.5,1215.5,800.969,805.874,1025.064,1030.521,45.68,,
3039,09-01-2015,1211.25,1217.75,799.611,803.902,1025.093,1030.769,45.19,,
3040,12-01-2015,1222,1226.5,808.094,808.504,1035.769,1035.72,43.55,,
3041,13-01-2015,1239,1231.5,820.965,812.71,1049.911,1047.283,41.5,,
3042,14-01-2015,1228.75,1235,808.761,812.126,1044.989,1049.01,41.65,,
3043,15-01-2015,1235.25,1259,811.757,827.963,1055.408,1082.173,43.14,,
3044,16-01-2015,1258.25,1277.5,826.763,843.847,1082.366,1107.211,43.4,,
3045,19-01-2015,1275.5,1273.75,841.414,839.872,1099.853,1096.076,43.87,,
3046,20-01-2015,1292.25,1288.75,852.351,848.923,1113.625,1112.142,43.04,,
3047,21-01-2015,1298,1293.5,859.318,855.546,1121.673,1110.11,43.25,,
3048,22-01-2015,1287,1295.75,848.441,857.261,1107.955,1130.179,43.05,,
3049,23-01-2015,1293.5,1294.75,863.485,862.132,1150.289,1148.957,43.69,,
3050,26-01-2015,1282.75,1281.25,854.597,850.99,1141.541,1136.263,42.9,,
3051,27-01-2015,1279,1288.5,848.481,848.926,1132.961,1133.644,43.24,,
3052,28-01-2015,1287,1288,846.711,848.82,1131.926,1138.614,44.08,,
3053,29-01-2015,1275.5,1268.75,842.248,839.398,1129.361,1119.025,43.88,,
3054,30-01-2015,1263.5,1260.25,837.42,838.155,1114.984,1114.378,44.83,,
3055,02-02-2015,1274.25,1272.5,847.917,844.225,1122.687,1120.553,48.19,,
3056,03-02-2015,1281,1264.25,851.842,837.085,1128.933,1104.92,51.77,,
3057,04-02-2015,1269.25,1268.5,835.308,833.169,1108.08,1111.354,52.22,,
3058,05-02-2015,1263.75,1259.25,828.797,823.254,1106.708,1101.61,50.81,,
3059,06-02-2015,1264,1241,824.742,812.971,1103.641,1094.646,53.36,,
3060,09-02-2015,1242.25,1238.5,816.196,813.358,1096.184,1092.152,53.58,,
3061,10-02-2015,1237.5,1234.5,812.968,810.039,1096.783,1091.078,53.14,,
3062,11-02-2015,1235.5,1223.75,807.728,802.143,1092.396,1082.956,52.21,,
3063,12-02-2015,1225.25,1222.5,803.127,796.106,1080.753,1074.159,52.86,,
3064,13-02-2015,1225.75,1232.5,795.838,799.909,1073.101,1079.531,55.97,,
3065,16-02-2015,1233.5,1229.25,801.911,798.993,1081.117,1077.344,56.43,,
3066,17-02-2015,1221.75,1209.5,793.86,788.41,1072.557,1060.779,56.69,,
3067,18-02-2015,1206.5,1206,781.766,781.848,1059.356,1062.321,56.83,,
3068,19-02-2015,1217.75,1209.5,788.596,783.913,1068.295,1062.549,56.29,,
3069,20-02-2015,1203.5,1208.25,782.51,786.877,1061.381,1069.721,56.55,,
3070,23-02-2015,1193.5,1204.5,777.119,780.622,1055.168,1062.732,54.09,,
3071,24-02-2015,1195.5,1192.5,774.589,773.597,1057.965,1054.47,53.54,,
3072,25-02-2015,1206.5,1204.75,777.986,777.659,1062.06,1061.267,53.81,,
3073,26-02-2015,1220,1208.25,785.576,783.865,1073.66,1076.392,56.07,,
3074,27-02-2015,1205,1214,782.773,787.545,1073.592,1085.479,56.83,,
3075,02-03-2015,1216.75,1212.5,789.482,788.413,1084.931,1081.334,56.74,,
3076,03-03-2015,1207.75,1212.75,786.142,787.909,1081.196,1083.296,55.94,,
3077,04-03-2015,1204.25,1199.5,785.193,784.346,1082.667,1082.288,55.82,,
3078,05-03-2015,1199.75,1202,786.463,788.61,1086.041,1088.965,55.77,,
3079,06-03-2015,1196.5,1175.75,787.845,779.83,1090.602,1082.942,55.63,,
3080,09-03-2015,1173.75,1168.5,776.855,773.79,1077.972,1077.107,54.53,,
3081,10-03-2015,1161,1162,770.405,770.608,1079.398,1081.937,53.03,,
3082,11-03-2015,1158.75,1150,769.422,770.261,1096.056,1088.397,52.25,,
3083,12-03-2015,1161.25,1152.25,774.476,771.148,1094.899,1083.706,53.16,,
3084,13-03-2015,1156.5,1152,779.575,782.343,1091.244,1096.099,51.66,,
3085,16-03-2015,1157,1150.75,782.127,778.849,1097.671,1088.9,49.46,,
3086,17-03-2015,1154.75,1150.75,781.504,780.222,1087.54,1084.335,48.76,,
3087,18-03-2015,1149,1147.25,782.911,782.785,1080.497,1081.291,49.17,,
3088,19-03-2015,1164,1166,781.103,789.812,1091.523,1094.425,50.17,,
3089,20-03-2015,1171.75,1183.1,794.73,795.335,1096.17,1096.96,49.93,,
3090,23-03-2015,1181.4,1186.25,791.77,794.328,1086.15,1085.61,50.3,,
3091,24-03-2015,1193.25,1191.5,798.962,801.008,1085.56,1091.72,50.92,,
3092,25-03-2015,1192.55,1195.6,801.176,803.333,1088.89,1090.48,50.83,,
3093,26-03-2015,1209.4,1203.15,809.234,810.912,1097.26,1100.68,54.55,,
3094,27-03-2015,1198,1195.75,805.324,802.086,1106.7,1099.14,52.93,,
3095,30-03-2015,1187.4,1185.5,800.36,802.26,1095.01,1095.1,51.45,,
3096,31-03-2015,1179.25,1187,797.95,802.79,1098.84,1106.22,51.06,,
3097,01-04-2015,1181.25,1197,800.36,809.55,1099.5,1112.97,52.48,,
3098,02-04-2015,1201.5,1198.5,811.11,808.75,1110.91,1102.68,52.93,,
3099,07-04-2015,1208.5,1211,813.63,813.02,1113.82,1114.38,54.61,,
3100,08-04-2015,1211.1,1207.25,811.4,806.99,1113.66,1112.95,54.28,,
3101,09-04-2015,1196,1194.8,808.49,808.8,1113.33,1114.34,53.52,,
3102,10-04-2015,1201.9,1207.35,820.58,824.41,1133.49,1137.8,54.04,,
3103,13-04-2015,1197.85,1198.9,820.54,818.64,1136.72,1132.53,55.86,,
3104,14-04-2015,1191.45,1194.75,814.33,808.14,1127.95,1118.97,55.91,,
3105,15-04-2015,1189.85,1192.9,808.58,806.65,1123.56,1120.99,57.01,,
3106,16-04-2015,1204.6,1204.35,811.4,807.99,1131.19,1123.07,58.88,,
3107,17-04-2015,1204.55,1203.35,801.86,802.26,1113.83,1116.28,59.52,,
3108,20-04-2015,1203.25,1196.5,806.31,803.05,1120.34,1114.42,59.5,,
3109,21-04-2015,1197.7,1195.3,804.58,802.79,1120.26,1118.2,58.84,,
3110,22-04-2015,1202.4,1189.25,799.19,791.51,1113.44,1108.86,58.09,,
3111,23-04-2015,1187.75,1185.75,792.31,790,1107.92,1101.77,59.14,,
3112,24-04-2015,1192.15,1183,788.04,782.29,1097.49,1093.95,60.95,,
3113,27-04-2015,1182.75,1200,780.85,791,1090.52,1103.93,61.06,,
3114,28-04-2015,1201.4,1209,788.17,789.19,1100.56,1103.15,60.41,,
3115,29-04-2015,1204.8,1209,783.99,784.21,1095.45,1091.8,60.92,,
3116,30-04-2015,1204.3,1180.25,779.73,768.42,1075.99,1059.71,62.21,,
3117,01-05-2015,1179,1175.95,771.04,773.74,1049.24,1044.41,62.23,,
3118,05-05-2015,1187.4,1197,785.59,789.461,1070.936,1075.834,63.62,,
3119,06-05-2015,1191.25,1194.25,785.22,782.909,1063.14,1053.92,64.96,,
3120,07-05-2015,1183,1187,776.935,781.808,1039.84,1053.239,63.98,,
3121,08-05-2015,1185.25,1186,767.463,769.568,1054.258,1056.194,62.44,,
3122,11-05-2015,1184.75,1189.25,768.37,764.484,1062.199,1065.947,62.03,,
3123,12-05-2015,1184.45,1191.5,755.485,761.099,1051.069,1058.899,62.49,,
3124,13-05-2015,1193,1210.5,761.546,770.81,1062.428,1068.049,63.77,,
3125,14-05-2015,1214.75,1225,768.914,775.955,1063.588,1074.844,63.13,,
3126,15-05-2015,1216.3,1220.5,772.953,774.589,1071.229,1073.557,62.74,,
3127,18-05-2015,1228.15,1223.5,784.122,780.841,1079.408,1078.544,62.98,,
3128,19-05-2015,1219.65,1214.3,785.313,782.536,1090.239,1088.595,61.11,,
3129,20-05-2015,1206.75,1210.5,777.57,777.731,1085.329,1090.197,60.91,,
3130,21-05-2015,1209.6,1205,772.599,768.752,1084.357,1082.392,61.86,,
3131,22-05-2015,1211,1204.1,772.962,776.275,1083.451,1092.6,62.03,,
3132,26-05-2015,1194,1185.4,774.771,771.042,1095.564,1087.298,60.73,,
3133,27-05-2015,1187.85,1185.85,770.643,773.359,1088.074,1092.144,60.43,,
3134,28-05-2015,1189.45,1185,775.935,775.65,1087.075,1087.805,59.33,,
3135,29-05-2015,1190.4,1191.4,778.243,778.896,1083.857,1082.648,60.47,,
3136,01-06-2015,1187.3,1199.9,780.4,788.034,1088.293,1097.628,60.46,,
3137,02-06-2015,1188.75,1192.8,779.905,778.361,1083.168,1070.952,62.26,,
3138,03-06-2015,1186.6,1190,777.601,776.762,1067.23,1059.331,61.49,,
3139,04-06-2015,1182.45,1176,766.555,764.629,1041.76,1042.137,59.61,,
3140,05-06-2015,1175.9,1164.6,767.819,765.001,1044.251,1050.277,58.61,,
3141,08-06-2015,1173.4,1172.8,769.846,767.564,1053.321,1047.564,59.42,,
3142,09-06-2015,1181,1177.4,772.4,768.839,1046.754,1046.345,60.27,,
3143,10-06-2015,1186,1188.5,767.861,765.367,1049.186,1049.865,62.41,,
3144,11-06-2015,1180.5,1178.5,763.509,760.568,1049.193,1049.842,62.14,,
3145,12-06-2015,1179.25,1182.8,761.273,763.442,1055.682,1053.86,61.17,,
3146,15-06-2015,1178.25,1181.4,760.014,760.721,1049.572,1051.208,60.17,,
3147,16-06-2015,1182.1,1177.75,759.363,752.845,1050.056,1046.842,60.08,,
3148,17-06-2015,1178.5,1178,748.92,748.816,1045.65,1045.67,60.27,,
3149,18-06-2015,1198,1201.85,752.418,756.19,1050.647,1054.301,60.56,,
3150,19-06-2015,1198.15,1203.4,755.645,757.427,1058.857,1060.732,59.98,,
3151,22-06-2015,1193.7,1185.5,752.53,748.611,1052.135,1043.161,59.36,,
3152,23-06-2015,1183.35,1178,749.169,748.435,1052.241,1055.603,59.96,,
3153,24-06-2015,1175.75,1173.75,744.711,745.641,1048.934,1049.256,60.68,,
3154,25-06-2015,1174.6,1172.65,748.797,744.682,1052.509,1048.319,59.58,,
3155,26-06-2015,1174.4,1170.5,745.888,743.67,1048.384,1045.836,59.14,,
3156,29-06-2015,1176.5,1176,749.101,747.806,1060.818,1056.651,58.24,,
3157,30-06-2015,1175,1171,747.075,743.516,1053.009,1046.19,58.79,,
3158,01-07-2015,1171.7,1168,748.379,747.305,1053.261,1055.152,59.81,,
3159,02-07-2015,1164.3,1165.25,745.701,745.927,1051.239,1050.295,59.31,,
3160,03-07-2015,1168.25,1167.95,747.441,748.206,1051.104,1052.207,58.35,,
3161,06-07-2015,1164.25,1166,748.425,749.189,1053.429,1055.729,55.79,,
3162,07-07-2015,1166.25,1156.25,752.104,748.867,1063.224,1056.225,54.25,,
3163,08-07-2015,1154.25,1158.5,749.464,754.134,1045.611,1050.365,53.78,,
3164,09-07-2015,1162.1,1164.25,755.371,755.54,1053.963,1052.239,55.54,,
3165,10-07-2015,1162.4,1159.3,750.299,746.803,1041.204,1036.153,55.99,,
3166,13-07-2015,1154.95,1154,741.589,742.648,1043.127,1044.297,55.23,,
3167,14-07-2015,1153.2,1157.4,745.274,743.019,1046.888,1048.75,54.55,,
3168,15-07-2015,1154.75,1147.4,739.087,735.961,1047.582,1047.041,54.94,,
3169,16-07-2015,1145.1,1144.4,732.794,732.815,1050.117,1048.658,54.23,,
3170,17-07-2015,1143,1132.8,730.678,727.6,1049.25,1044.296,53.99,,
3171,20-07-2015,1115,1104.6,717.411,709.806,1029.167,1018.299,53.79,,
3172,21-07-2015,1108,1105.6,711.465,710.677,1021.151,1014.358,53.57,,
3173,22-07-2015,1096.8,1088.6,702.379,696.637,1002.468,999.495,53.45,,
3174,23-07-2015,1101.65,1097.4,705.914,705.247,1003.69,998.135,53.04,,
3175,24-07-2015,1083.75,1080.8,699.893,697.425,990.042,985.772,52.08,,
3176,27-07-2015,1098.6,1100,708.386,706.532,992.412,990.589,51.3,,
3177,28-07-2015,1095.6,1096.2,702.128,702.197,990.06,991.857,50.55,,
3178,29-07-2015,1096.75,1090.25,701.651,695.357,991.009,988.082,50.83,,
3179,30-07-2015,1085.65,1087.5,695.395,696.067,989.744,994.786,51.46,,
3180,31-07-2015,1080.05,1098.4,694.186,701.606,985.447,990.174,50.51,,
3181,03-08-2015,1093,1091.9,699.99,699.376,995.9,995.396,48.4,,
3182,04-08-2015,1092.6,1090.65,701.104,698.664,996.625,994.393,47.9,,
3183,05-08-2015,1086.5,1085.1,697.816,694.864,1000.184,997.793,47.89,,
3184,06-08-2015,1085,1089.75,694.556,702.249,996.053,998.397,47.09,,
3185,07-08-2015,1091.35,1093.5,703.008,708.271,998.993,1005.471,46.95,,
3186,10-08-2015,1094.8,1097,707.738,706.511,998.495,999.863,47.32,,
3187,11-08-2015,1113.25,1108.25,713.736,711.146,1008.973,1001.536,47.66,,
3188,12-08-2015,1116.8,1119,717.185,716.71,1003.234,1000.85,47.09,,
3189,13-08-2015,1117.35,1116.75,715.562,716.646,1005.535,1004.543,47.29,,
3190,14-08-2015,1116.75,1118.25,715.292,714.948,1002.109,1003.59,46.62,,
3191,17-08-2015,1117.3,1118.8,714.341,716.124,1006.169,1009.383,45.96,,
3192,18-08-2015,1119.15,1111.45,714.131,708.336,1011.295,1006.794,45.77,,
3193,19-08-2015,1123.2,1126.15,716.898,719.493,1017.714,1020.618,45.39,,
3194,20-08-2015,1137.95,1147.7,728.544,733.003,1019.806,1027.714,44.13,,
3195,21-08-2015,1149.35,1156.5,732.747,737.07,1021.327,1023.768,43,,
3196,24-08-2015,1153.5,1166.5,734.339,739.625,1005.93,999.957,40.67,,
3197,25-08-2015,1154.25,1137.5,730.561,722.314,999.351,992.107,40.47,,
3198,26-08-2015,1134.4,1120.75,724.625,719.49,990.051,984.712,40.51,,
3199,27-08-2015,1128.5,1119,728.911,725.869,999.38,993.96,42.37,,
3200,28-08-2015,1125.5,1135,730.987,738.62,998.226,1010.551,45.19,,
3201,01-09-2015,1141.9,1142.3,744.103,744.485,1012.233,1013.351,47.8,,
3202,02-09-2015,1140,1137.75,746.464,743.725,1010.728,1012.233,45.56,,
3203,03-09-2015,1130.05,1128,739.634,739.236,1005.875,1013.705,47.4,,
3204,04-09-2015,1125,1118.25,737.947,735.836,1009.874,1005.937,46.83,,
3205,07-09-2015,1121,1119.5,734.745,732.897,1004.03,1003.451,45.59,,
3206,08-09-2015,1120.85,1121.15,728.274,729.464,1003.492,1003.176,45.38,,
3207,09-09-2015,1122.3,1109.85,730.379,721.76,1002.501,996.006,45.96,,
3208,10-09-2015,1107.75,1109.5,720.324,719.613,989.725,989.124,44.83,,
3209,11-09-2015,1106.35,1100.25,716.873,712.92,980.85,974.147,44.64,,
3210,14-09-2015,1108,1104.8,716.966,717.775,977.978,976.446,43.85,,
3211,15-09-2015,1105.5,1105.95,716.485,719.036,977.108,978.068,43.13,,
3212,16-09-2015,1109.75,1117.6,719.822,722.664,987.542,990.736,44.57,,
3213,17-09-2015,1118.15,1117.5,720.643,718.834,987.46,987.147,45.1,,
3214,18-09-2015,1136,1141.5,726.25,730.887,992.313,1000.57,44.34,,
3215,21-09-2015,1136.85,1133.25,732.861,730.257,1007.265,1007.602,43.81,,
3216,22-09-2015,1129.3,1122.9,729.663,729.724,1009.114,1007.627,43.84,,
3217,23-09-2015,1124.6,1131.35,734.769,741.918,1010.967,1011.579,44.69,,
3218,24-09-2015,1134.45,1154.5,742.733,756.751,1012.314,1025.63,44.48,,
3219,25-09-2015,1145.5,1146.65,752.183,754.996,1027.631,1025.764,43.76,,
3220,28-09-2015,1137.5,1131.05,747.225,744.822,1016.26,1012.442,43.54,,
3221,29-09-2015,1124.6,1132.1,741.356,746.99,1001.157,1007.924,43.51,,
3222,30-09-2015,1122.5,1114,739.119,734.538,1000.802,996.021,43.58,,
3223,01-10-2015,1114.2,1119,735.688,737.203,998.656,999.196,44.48,,
3224,02-10-2015,1106.3,1140.75,730.207,750.123,990.864,1009.469,43.82,,
3225,05-10-2015,1134.35,1139.75,746.283,751.219,1006.432,1016.273,44.95,,
3226,06-10-2015,1136.9,1147.5,749.193,755.133,1014.546,1022.955,46.08,,
3227,07-10-2015,1147.9,1144.6,750.433,747.811,1021.445,1018.418,48.24,,
3228,08-10-2015,1143.3,1140,745.306,746.171,1011.591,1013.829,48.1,,
3229,09-10-2015,1151.5,1151.55,749.016,751.444,1016.418,1014.269,48.79,,
3230,12-10-2015,1164.2,1164.9,758.14,758.695,1021.542,1024.493,47.97,,
3231,13-10-2015,1154.4,1165.2,757.157,765.773,1014.946,1024.352,46,,
3232,14-10-2015,1173.7,1173.9,764.775,761.407,1028.524,1027.978,45.21,,
3233,15-10-2015,1183.35,1184.25,764.166,766.952,1034.08,1040.413,45.05,,
3234,16-10-2015,1176.35,1180.85,761.318,764.008,1035.337,1038.521,45.71,,
